,reviews,stars
263,Muy buena la pagina encuentras de todo comprar y vender saludos,Calificación: 5 de cinco estrellas
264,Un poco lenta algunos productos no tienen foto ni precios y no hay mas datos para saber si es de verdad la venta o un fraude,Calificación: 2 de cinco estrellas
265,Muy bueno y comodo para cotizar y ofrecer productos,Calificación: 5 de cinco estrellas
266,Malo desde que empezó a cobrar. La gente ya ni los pesca!! En Facebook mucho mejor!! Jajajaj...,Calificación: 1 de cinco estrellas
267,"Bueno, falta algún método de pago para ventas fuera de regiones, ahí sería perfecto. Gracias",Calificación: 5 de cinco estrellas
268,Excelente aplicación para vender o comprar productos.,Calificación: 5 de cinco estrellas
269,Bastante útil. Me ha servido bastante desde que tengo la app.,Calificación: 5 de cinco estrellas
270,En la app no se actualiza de manera frecuente y rápida como en internet a la hora de que las personas publican sus productos,Calificación: 3 de cinco estrellas
271,Ta bien y todo pero falta más actualización nuevo diseño y todo eso :v,Calificación: 4 de cinco estrellas
272,Es muy buena encuentras lo que buscas a un muy buen precio ...y lo mejor es que es confiable,Calificación: 4 de cinco estrellas
273,Buena app para comprar y vender artículos buenos y de calidad,Calificación: 5 de cinco estrellas
274,"Buena y rapida las ventas, muy eficiente esta app",Calificación: 5 de cinco estrellas
275,"En general la venta de productos se facilita mucho, pero es una aplicación muy vulnerable al fraude.",Calificación: 3 de cinco estrellas
276,"Penca cuesta mucho ver de donde podes cerrar la cuenta,un grave error deberian arreglarla.. Les ayudaria",Calificación: 1 de cinco estrellas
277,Buena app y fácil de manejar. Me gusta y la recomiendo,Calificación: 4 de cinco estrellas
278,Bueno para vender cosas de manera gratuita y segura.,Calificación: 5 de cinco estrellas
279,"Muy buena experiencia con mi primera venta, recibí la asesoría y ayuda necesaria por parte de los ejecutivos de la aplicación y pude vender el producto en menos de un día.",Calificación: 5 de cinco estrellas
280,Excelente app! Siempre vendo todo y muy rápido,Calificación: 5 de cinco estrellas
281,La aplicacion yapo.cl es muy buena para publicar de todo lo q vendas o arriendes .,Calificación: 5 de cinco estrellas
282,Muy buena app. Felicitaciones. Muchas gracias por crearla.,Calificación: 5 de cinco estrellas
283,Muy buena app...pero hay que tener cuidado ..hay mucho estafador en la app,Calificación: 5 de cinco estrellas
284,"Muy buena,he comprado varias cosas importantes. Saludos.",Calificación: 5 de cinco estrellas
285,Me encanta por que me facilita encontrar muchas cosas!,Calificación: 5 de cinco estrellas
286,Sencilla y super útil para vender lo que quieras,Calificación: 5 de cinco estrellas
287,He vendido y comprado muchas veces sin problemas,Calificación: 5 de cinco estrellas
288,Excelente. Se puede hacerlo mismo que vía web.,Calificación: 5 de cinco estrellas
289,Tuve un problema pero al cabo de 4 horas aprox. Lo solucionaron,Calificación: 5 de cinco estrellas
290,La mejor app para comprar y vender,Calificación: 5 de cinco estrellas
291,"Excelente, fácil de usar y segura",Calificación: 5 de cinco estrellas
292,"Rápido, fácil y gratuíto, excelente aplicación",Calificación: 5 de cinco estrellas
293,Muy mal la app no se puede subir ningún aviso es una pérdida de tiempo como app es mala osea muy mala,Calificación: 1 de cinco estrellas
294,Gracias por la oportunidad de publicar gratis,Calificación: 5 de cinco estrellas
295,Sencilla y muy util,Calificación: 5 de cinco estrellas
296,Muy buena aplicación para vender muy recomendable.,Calificación: 5 de cinco estrellas
297,Es una aplicacion exelente. Oferto mis servicios de albañi aqui con frecuencia y obtengo clientes a menudo les estoy agradecido,Calificación: 5 de cinco estrellas
298,"Muy buen medio para vender y comprar, recomendable",Calificación: 5 de cinco estrellas
299,"Muy buena experiencia, nunca tuve algún problema. Me gustó mucho",Calificación: 3 de cinco estrellas
300,Excelente app es uno de los mejores portales para vender y comprar,Calificación: 5 de cinco estrellas
301,"Esta muy bien, pero falta especificacion al tener que buscar algo",Calificación: 4 de cinco estrellas
302,Buena app para vender productos que ya no usas!!,Calificación: 5 de cinco estrellas
303,"Nunca he tenido problema con la plicacion, muchas gracias.",Calificación: 5 de cinco estrellas
304,Hola consulta soporte técnico por que no puedo actualizar se queda esperando descarga alguna solución rápida y efectiva? Gracias,Calificación: 3 de cinco estrellas
305,Confío en yapo es rico tener una buena oportunidad y que sea tan rápida y eficaz la recomiendo mucho,Calificación: 5 de cinco estrellas
306,Muy poca la publicación a pesar que pagó extra,Calificación: 2 de cinco estrellas
307,"Me encanta, he vendido y comprado muchas cosas mediante Yapo.cl",Calificación: 5 de cinco estrellas
308,"Hace justo lo que requiere hacer, nada mas y nada menos. Perfecta.",Calificación: 5 de cinco estrellas
309,Excelente app estoy muy satisfecho es una gran ayuda gracias saludos,Calificación: 5 de cinco estrellas
310,La interfaz de usuario no es llamativa ni muy intuitiva,Calificación: 4 de cinco estrellas
311,Excelente aplicación rápida confiable y segura,Calificación: 5 de cinco estrellas
312,Buena pagina ..fácil acceso ..encuentras de todo ..,Calificación: 5 de cinco estrellas
313,"Muy buena aplicación, rápidas ventas",Calificación: 5 de cinco estrellas
314,"Siempre buena, muy útil y sencilla de usar",Calificación: 5 de cinco estrellas
315,"Hola. Haces algunos días atrás, necesitaba escribirle a un vendedor y para enviar mensaje me pedía correo y contraseña, y coloque un correo y la contraseña errada porque no me acordaba, al final entre con el usuario de facebook, ahora acabo de recibir un correo estorcinandone, que tienen mi clave y vídeos y que van a publicar ante mis contactos todas la información que tengo. Y me piden que compre un bitcóin y que se las pase. Me parece que está aplicación es usada para estafar.",Calificación: 1 de cinco estrellas
316,Excelente app para vender y comprar productos,Calificación: 5 de cinco estrellas
317,Permite realizar las actividades que haría en la pc. Como publicar productos. Responder preguntas con movilidad,Calificación: 5 de cinco estrellas
318,"Muy rápida, puse una publicación ayer en la noche y hoy día en la mañana 3 personas lo querían comprar",Calificación: 5 de cinco estrellas
319,Excelente aplicación fácil de usar y rápido,Calificación: 5 de cinco estrellas
320,"Buenísima app, se compra y vende de todo.",Calificación: 5 de cinco estrellas
321,Es buena pero muchas restricciones al momento de publicar,Calificación: 5 de cinco estrellas
322,"Es fantastica , rapido y sencillo",Calificación: 5 de cinco estrellas
323,"La actualización, solo añade publicidad.🙄",Calificación: 3 de cinco estrellas
324,"simple, practico y facil... debiera poder subir videos de los productos",Calificación: 5 de cinco estrellas
325,"No cargan las imagenes, no funcionan los mensajes....",Calificación: 1 de cinco estrellas
326,Presenta problemas con los mensajes aveces el resto genial,Calificación: 4 de cinco estrellas
327,Super rápida de generan las ventas en menos de 24 hrs vendí mi rack TV,Calificación: 5 de cinco estrellas
328,He podido comprar y vender libros de lectura complementaria.,Calificación: 5 de cinco estrellas
329,Muy positiva la application Yapo para avis de comptia y vents de casas y terrenos.,Calificación: 5 de cinco estrellas
330,"Bueno, rapido y contacto directo con el vendedor y/o comprador",Calificación: 5 de cinco estrellas
331,"Vuelvo a reclamar, tenia un producto en venta que traigo directamente desde su fabrica(al mismo precio qu ella) que vendia por esta plataforma, el dia de ayer desidi comprar la subida para que mi anuncio tenga mas visitas y yapo despues de que le pague me bajaron s mi anuncio sin derecho a apelar abiendo personas que venden mi mismo producto 2 veces mas caro, no me devolvieron mi dinero, eso se llama robo, ya mande un mensaje y no responden, que acaso yapo es una estafa??",Calificación: 1 de cinco estrellas
332,"Muy practico, eficiente y confiable la app",Calificación: 5 de cinco estrellas
333,La mejor aplicación para hacer compras en chile,Calificación: 5 de cinco estrellas
334,Es una plataforma bastante amigable y sirve para vender,Calificación: 5 de cinco estrellas
335,Muy buena me sirve en todo momento ...y con mucha garantia...,Calificación: 5 de cinco estrellas
336,"Yapo es muy buena, es transparente en la publicidad, las personas que ofrecen son serias por li tanto ésta empresa es recomendable. Con otras empresas mi experiencia no fue buena y ni las recomiendo",Calificación: 5 de cinco estrellas
337,No me llegan las notificaciones y no es problema de teléfono configuración,Calificación: 3 de cinco estrellas
338,"Buena app, sería mucho mejor si con comentarios.",Calificación: 5 de cinco estrellas
339,fabulosa la aplicación ...seria... responsable ...eficaz...gran aceptacion de usuarios. ...gracias Yapo.cl,Calificación: 5 de cinco estrellas
340,"Buena app, mejorar motor de busqueda.",Calificación: 4 de cinco estrellas
341,Algo lenta. Se cierra a veces.,Calificación: 4 de cinco estrellas
342,"Excelente aplicación, muy util y completa",Calificación: 5 de cinco estrellas
343,"El sistema operativo es bastante sencillo,,,, muy bueno,,,,",Calificación: 4 de cinco estrellas
344,Muy buena opcion para vender y comprar ! Me encanta,Calificación: 5 de cinco estrellas
345,"Buenas tardes, Me ha sucedido en dos oportunidades que he pagado el aviso y no lo han publicado.",Calificación: 3 de cinco estrellas
346,"Es buena la app, sirve como herramienta para vender.",Calificación: 5 de cinco estrellas
347,"Buena aplicación, he vendido varias cosas ya gracias a yapo",Calificación: 5 de cinco estrellas
348,Excelente portal de ventas y compras,Calificación: 5 de cinco estrellas
349,Excelente experiencia y plataforma muy visitada,Calificación: 4 de cinco estrellas
350,"Buena App, he vendido en varias oportunidades y todo bien",Calificación: 5 de cinco estrellas
351,"Muy buena, se vende todo muy rapido",Calificación: 5 de cinco estrellas
352,Gracias a esta aplicación compramos nuestro vehículo que salió excelente.,Calificación: 5 de cinco estrellas
353,Muy buena app unico contra es que no se puede denunciar alguna estafa.,Calificación: 4 de cinco estrellas
354,"Esta bien, solo algo lenta",Calificación: 3 de cinco estrellas
355,"Muy buena, se vende todo lo que uno publica",Calificación: 5 de cinco estrellas
356,"Muy fácil de usar, recomendable.",Calificación: 5 de cinco estrellas
357,"Buena aplicacion. Mucha llamada del.cuento del.tio, ojo.con eso",Calificación: 5 de cinco estrellas
358,"Muy buena aplicación para poder vender mis productos, felicitaciones",Calificación: 5 de cinco estrellas
359,"Exelente para comprar ,vender y arrendar",Calificación: 5 de cinco estrellas
360,Sencilla util y muy facil de usar.,Calificación: 5 de cinco estrellas
361,Super práctico y fácil de publicar,Calificación: 5 de cinco estrellas
362,100% recomendable sobretodo cuando pagas por subir las publicaciones es muy eficaz,Calificación: 5 de cinco estrellas
363,tuve que pagar para que el aviso fuera mas visible y creo que funcionó. gracias,Calificación: 5 de cinco estrellas
364,Muy buena rápida y confiable,Calificación: 5 de cinco estrellas
365,Excelente servicio para vender y comprar,Calificación: 5 de cinco estrellas
366,Super rapido y util para vender de todo uvu,Calificación: 5 de cinco estrellas
367,Excelente entre el tiempo publicado y la venta,Calificación: 4 de cinco estrellas
368,Sirve vasta te pero hay que tener cuidado quien vende,Calificación: 5 de cinco estrellas
369,Bien ningun problema ..... publique un articulo y en menos de media hora lo vendi :D,Calificación: 4 de cinco estrellas
370,Muy buena la aplicacion me a servido harto para vender mis cosas,Calificación: 5 de cinco estrellas
371,"Muy buena app, veloz y eficiente",Calificación: 5 de cinco estrellas
372,Buena aplicación para vender pero necesita alguna actualizaciónes,Calificación: 4 de cinco estrellas
373,Genial para vender rápido y seguro,Calificación: 5 de cinco estrellas
374,Muy buena forma de vender artículo.,Calificación: 5 de cinco estrellas
375,La mejor de compra y venta,Calificación: 5 de cinco estrellas
376,Tengo una muy mala experiencia con esta app en primera me estafaron en segunda cada vez que hago un aviso se me borra solo🤬,Calificación: 1 de cinco estrellas
377,Deberían mejorar el filtro con publicaciones fraudulentas y vendedores que no responden mensajes.,Calificación: 4 de cinco estrellas
378,Buena aunque debieran extender más las categorías para que se clasificarán mejor los productos,Calificación: 4 de cinco estrellas
379,Excelente app he vendido todo en menos de 24 hrs,Calificación: 5 de cinco estrellas
380,Excelente plataforma. Muy útil,Calificación: 5 de cinco estrellas
381,Rápido y en general toda la gente ve yapo.cl,Calificación: 5 de cinco estrellas
382,Mala la wea asquerosa app ql subo fotos en mis avisos y se suben sin ninguna imagen,Calificación: 1 de cinco estrellas
383,Excelente y facil de usar...gracias yapo,Calificación: 5 de cinco estrellas
384,Excelente aplicación..y lo mejor gratuita!,Calificación: 5 de cinco estrellas
385,Buena lo malo que si no pagas no vendes rápido,Calificación: 3 de cinco estrellas
386,Lo mejor para vender tus productos!! Genial!,Calificación: 5 de cinco estrellas
387,Hola llevó años con ustedes y siempre compro y vendo. Me a ido muy bien en su pagina,Calificación: 4 de cinco estrellas
388,"No puedo subir fotos, a las publicaciones de mi celular, intentando todo lo del soporte técnico y todavía es la hora y mo me han resuelto dicho inconveniente, les mande capture del sistema operativo, le mande datos del teléfono. Instale y desinstale la aplicación y envíe correo y lo único que he recibido es estamos trabajando desde hace una semana. Pesimo servicios",Calificación: 1 de cinco estrellas
389,Práctica e intuitiva,Calificación: 5 de cinco estrellas
390,Buena app me ayuda a vender lo que quiera 👍,Calificación: 5 de cinco estrellas
391,Muy Buena App para vender,Calificación: 5 de cinco estrellas
392,Excelente aplicación y de mucha utilidad,Calificación: 5 de cinco estrellas
393,Muy buena experiencia de venta.,Calificación: 5 de cinco estrellas
394,Excelente muy eficientes con sus clientes,Calificación: 5 de cinco estrellas
395,Muy buena alternativa de poder vender facil,Calificación: 5 de cinco estrellas
396,Yo he vendido muchas cosas con yapo.cl gracias Es una muy buena publicación,Calificación: 5 de cinco estrellas
397,Esta bien y vendí muy rápido el vehículo que muy conforme,Calificación: 5 de cinco estrellas
398,Muy buena e podido comprar y vender,Calificación: 5 de cinco estrellas
399,muy buena experiencia en venta la mejor aplicacion,Calificación: 5 de cinco estrellas
400,"Es la mejor para ventas,se los agradezco.",Calificación: 5 de cinco estrellas
401,"Muy efectivo, el servicio al cliente un 7",Calificación: 5 de cinco estrellas
402,Muy funcional y rápido de usar,Calificación: 5 de cinco estrellas
403,Super buena he vendido muchas cosas 100% recomendable,Calificación: 5 de cinco estrellas
404,Muy buena plataforma de compra y venta,Calificación: 5 de cinco estrellas
405,"Ya hay tantas restricciones para publicar, que perdió su sentido.",Calificación: 1 de cinco estrellas
406,"No carga las imágenes, pésimo",Calificación: 1 de cinco estrellas
407,No deja publicar ni aparece ningún servicio en salid y belleza,Calificación: 2 de cinco estrellas
408,Excelente muy buena y fácil de usar.,Calificación: 5 de cinco estrellas
409,Lo mejor y confiable para vender,Calificación: 5 de cinco estrellas
410,"Fácil de usar, mucha gente ve los anuncios. Lo malo, que no tiene nada que ver con yapo, es la gente que intenta hacer fraude, ojo con ellos.",Calificación: 5 de cinco estrellas
411,Mas o menos algunas cosas son estafas pero eso igual no es culpa de la app asi que doy 5 estrellas.,Calificación: 5 de cinco estrellas
412,"Exelente pagina de venta,muy agradecido",Calificación: 5 de cinco estrellas
413,La mejor y única APP para Ventas,Calificación: 5 de cinco estrellas
414,la mejor formula para comprar y vender en forma rapida.,Calificación: 5 de cinco estrellas
415,Excelente servicio de ventas pori nternet,Calificación: 5 de cinco estrellas
416,Muy buena experiencia de ventas,Calificación: 5 de cinco estrellas
417,Exelente me ha servido deucho cada vez que lo necesito para vender o comprar,Calificación: 5 de cinco estrellas
418,"Nuncs me ha dejado publicar, ahora me cree un nuevo gmail y solo se descarga con mi cuenta antigua que era HOTMAIL y tiene problemas, lo demas excelente. Bueno han pasado mas de 6 meses y mi problema no se resolvió nueva fecha 24marzo",Calificación: 2 de cinco estrellas
419,Super facil y practico recomendable,Calificación: 4 de cinco estrellas
420,"Se debiera poder revisar todos los productos publicados por un vendedor, y no solo ver la cantidad y que no te direccione, solo eso mejoraria. Saludos.",Calificación: 5 de cinco estrellas
421,"Muy buena aplicación, para vender",Calificación: 5 de cinco estrellas
422,"Vendi muchas cosas que no me servían, fue un gran alivio saber que lo que no usaba podia usarlo otra persona, acabo de publicar a las 7 que vendia 3 juegos de PS3 y son las 10:55 y me los comprarán mañana, excelente yapo.cl 👌",Calificación: 5 de cinco estrellas
423,Excelente aplicación siempre me ha sido de utilidad,Calificación: 5 de cinco estrellas
424,"Gracias por la aplicación, es muy útil, siempre la uso.",Calificación: 5 de cinco estrellas
425,Facil de usar y simple de vender,Calificación: 5 de cinco estrellas
426,"Es una muy buena app para vender cerca de ti, la recomiendo",Calificación: 5 de cinco estrellas
427,"Estamos en la era del reciclaje , lo que ya no uso , lo vendo o regalo a otras personas , y este medio nos ha dado una gran oportunidad para ello , además es gratis .......",Calificación: 5 de cinco estrellas
428,Lo que he publicado tanto ventas de artículos como arriendo han sido exitoso y en corto tiempo.,Calificación: 5 de cinco estrellas
429,No me estan llegando mensajes de mis avisos a la app. tampoco se puede ordenar por precio como en la versión de escritorio.,Calificación: 1 de cinco estrellas
430,Excelente app . Realmente funciona,Calificación: 5 de cinco estrellas
431,Por q no sacan esa estupidez de propaganda de movistar.. Cuando voy a buscar algo y pincho la pantalla aparece esa maldita propaganda de movistar.. Es muy molestoso eso... No era así antes... No se dejen manipular por esos tarados.. Ya aburre mucho esto pa todo sale esa maldita propaganda solucionen eso. Por fabor...,Calificación: 1 de cinco estrellas
432,No se pueden subir las publicaciones... estoy tratando de pagar por subir y la aplicación se cae.,Calificación: 2 de cinco estrellas
433,"Realmente ha sido de mucha utilidad especialmente en estos tiempos, felicitaciones",Calificación: 5 de cinco estrellas
434,Es muy buena tiene buen filtro,Calificación: 5 de cinco estrellas
435,"Buena experiencia tengo con yapo e comprado y vendido mis autos, no asi asi con mi ultimo auto ...me a costado mucho venderlo!!",Calificación: 5 de cinco estrellas
436,"Excelente, todo funciona a la perfección",Calificación: 5 de cinco estrellas
437,Directa y práctica. La recomiendo.,Calificación: 5 de cinco estrellas
438,Entiendo que se demora en actualizar pero lo que se me hace imposible de entender es que no me deje publicar,Calificación: 1 de cinco estrellas
439,Muy buena y rapido !!,Calificación: 5 de cinco estrellas
440,Super buena esta app he comprado muchas cosas en esto,Calificación: 5 de cinco estrellas
441,Siempre me ha Sido muy útil y eficaz al vender mis productos.,Calificación: 5 de cinco estrellas
442,Tiene bastante exposicion lo que la hace conveniente.,Calificación: 5 de cinco estrellas
443,Muy comoda y facil de usar,Calificación: 5 de cinco estrellas
444,Rápida y sencilla de usar.,Calificación: 5 de cinco estrellas
445,Muy bueno y muy rápido,Calificación: 5 de cinco estrellas
446,Exelente mucha gente ve los anuncios,Calificación: 5 de cinco estrellas
447,no deben obligar a actualizar .no dejan entrar a yapo.mal muy malo.,Calificación: 1 de cinco estrellas
448,Muy buena para realizar ventas concretas,Calificación: 5 de cinco estrellas
449,"La encuentro muy buena, lo malo es que cuando quiero publicar alguna cosa no cargan nunca las fotos y por lo tanto no puedo publicar, e publicado pero también me a costado mucho, gracias saludos.",Calificación: 3 de cinco estrellas
450,Facil de usar y muy completa,Calificación: 5 de cinco estrellas
451,No llegan los mensajes a tiempo. Por eso solo 4 .,Calificación: 4 de cinco estrellas
452,Buena aplicación para vender,Calificación: 5 de cinco estrellas
453,Muy buena aplicación para vender,Calificación: 5 de cinco estrellas
454,Excelente para comprar y vender!,Calificación: 5 de cinco estrellas
455,"Pésima no permite que se envíen mensajes. No permite que se busquen cosas a gusto y envía un mensaje que impide que se siga usando Horrible, un asco de app.",Calificación: 1 de cinco estrellas
456,E vendido artas cosas por acá y sin problemas,Calificación: 5 de cinco estrellas
457,Muy práctico gran servicio,Calificación: 5 de cinco estrellas
458,Llaman queriendo estafar cada vez qe uno sube algo a la venta! Cuidado,Calificación: 1 de cinco estrellas
459,Excelente medio muy confiable,Calificación: 5 de cinco estrellas
460,Dijo lo mismo que mucha gente también fui estafada por poco dinero 3500 pero eran míos me gustó un móvil y me pidieron la mitad para asegurar el equipo después me pidieron los datos para supuestamente hacerme una boleta con mis datos luego me pidieron el resto del equipo yo no acepte después no había vendedor nada yo aporte a yapo toda ka información y no paso nada. Con la boleta que tiene mis datos han llegado personas a buscar su móvil ya que supuestamente yo soy. Mi madre es mayor y se asust,Calificación: 1 de cinco estrellas
461,Muy buena App rápidas ventas,Calificación: 5 de cinco estrellas
462,"La aplicación no me permite publicar el artículo que quiero vender, completo todos los campos que me solicita y aun así no hace nada, por eso la calificación es mas no le podía ninguna estrella ya que me dijeron que mis productos no contaban con la supuesta aprobación para ser publicados, Osea de que se trata esto? Se pueden publicar solo lo que ustedes quieren que la gente venda? Cual es la solución y facilidad que están brindando? 👎🏼👎🏼👎🏼👎🏼",Calificación: 1 de cinco estrellas
463,"Buena app, sin problemas.",Calificación: 5 de cinco estrellas
464,Encuentro todo lo que necesito con facilidad,Calificación: 5 de cinco estrellas
465,"Aplicación muy funcional, fácil de usar✌🏻",Calificación: 5 de cinco estrellas
466,Buena práctica y muy activa,Calificación: 5 de cinco estrellas
467,Excelente siempre vendo todo muy rapido gracias,Calificación: 5 de cinco estrellas
468,Muy buena aplicasion ayuda de mucho para cualquier cosa,Calificación: 5 de cinco estrellas
469,Excelente deberían seguir mejorando ya que ayuda mucho,Calificación: 5 de cinco estrellas
470,Buenisima tanto para vender o comprar,Calificación: 5 de cinco estrellas
471,Muy bueno para vender y comprar.,Calificación: 5 de cinco estrellas
472,Bien! Se vende harto y es gratis,Calificación: 5 de cinco estrellas
473,Siempre vendo rapido me gusta esta aplicacion,Calificación: 5 de cinco estrellas
474,No ay mucha seguridad con los vendedores,Calificación: 2 de cinco estrellas
475,Excelente app para vender y comprar,Calificación: 5 de cinco estrellas
476,La app buenísima y te permite exponer y posicionar tu producto de óptima forma. Lo único lamentable es que se presta para que mucho estafador intente engañar. Eso no es culpa de la app obviamente. Ojalá hubiese algún sistema de confiabilidad o verificación de datos,Calificación: 5 de cinco estrellas
477,"No la he usado, pero me parece excelente poder comprar o vender por este medio.",Calificación: 5 de cinco estrellas
478,Hasta el día de hoy me ha dado buenos resultados es una de las mejores aplicaciones,Calificación: 5 de cinco estrellas
479,Una exelente y dinámica aplicación,Calificación: 5 de cinco estrellas
480,no me carga con la ultima actualización :(,Calificación: 2 de cinco estrellas
481,"Pesima, no logre hacer ni la busqueda que queria porque me manda a los filtros, ni tampoco pude ver la respuesta a un mensaje que deje. Super engorroso todo.",Calificación: 1 de cinco estrellas
482,"Una lata, no logro vender nada porque no se puede renovar a menos que pagues. Por último, como facebook, que cada 7 días puedes hacerlo, si quieres antes, pagas. Ni siquiera puedo borrar (porque se inactiva, no se borra) y volver a publicar para que no se pierda el artículo. Ya que dice que está duplicada, y eso que lo traté de borrar. Llevaba un mes tratando de vender una impresora, no pude por lo de antes, lo puse en el mercado de Facebook, lo vendi en 1 semana. Desinstalado.",Calificación: 1 de cinco estrellas
483,Muy buena forma de vender un producto.,Calificación: 5 de cinco estrellas
484,Buena pero con la ultima ves que lo actualice ya no me sale en la pantalla la misma forma de visualizar en cuadricular los articulos y solo se ven a lo largo. Me gustaba mas cuando daba la opcion de cambiar.,Calificación: 4 de cinco estrellas
485,"Muy buena y gratis, recomiendo",Calificación: 5 de cinco estrellas
486,No la he usado pero me gusta ver oferta de muebles,Calificación: 5 de cinco estrellas
487,"Todo muy rápido ,todo 😛😁",Calificación: 5 de cinco estrellas
488,Llevó a los vendiendo artículos y el único inconveniente que he tenido es que me han intentado estafar. Sería genial que para poder acceder a yapo sea oblicstoria tener una cuenta para poder saber quienes son los que intentan estafar y así pero por lo demás todos bien,Calificación: 4 de cinco estrellas
489,Ruego que se le otroge más seguridad al vendedor tabien,Calificación: 5 de cinco estrellas
490,Exelenete como un medio de venta compras,Calificación: 5 de cinco estrellas
491,"Muy buena app, me ha dado buenos resultados",Calificación: 5 de cinco estrellas
492,Es una muy buena obcion de compra y ventas Yapo,Calificación: 5 de cinco estrellas
493,Es muy útil a la hora de vender algo,Calificación: 5 de cinco estrellas
494,En mis busquedas guardadas al abrir una publicacion me abre la subsiguiente. Cada vez baja un poco la calidad de la app.,Calificación: 1 de cinco estrellas
495,Estoy en Yapo hace tiempo y siempre Agradecida a este portal por las ventas q he hecho. Excelente!! Gran vitrina para cientos de usuarios.👍👍,Calificación: 5 de cinco estrellas
496,Muy cómoda y simple,Calificación: 5 de cinco estrellas
497,"Recomendable casi al 100%, lo que no me gusta de la aplicación es que hay que escribir la palabra exacta en el buscador, para poder encontra algo si no lo escribes bien no busca nada",Calificación: 4 de cinco estrellas
498,Excelente medio para vender articulos de segunda mano uwu,Calificación: 5 de cinco estrellas
499,"Muy buena aplicacion, el unico reparo que puedo hacer es que tengo varias propiedades para arriendo y despues de publicar algunos anuncios me cambiaron el perfil a profesional y ahora debo pagar por cada publicacion",Calificación: 3 de cinco estrellas
500,"Muy buena app facil de manejar y ideal para vender lo que sea, solo que cuando publicas un aviso se demora un poco por la revision pero aparte de eso buena app, recomendable",Calificación: 4 de cinco estrellas
501,"Me sirvió para vender mi auto, es muy práctica la aplicación",Calificación: 5 de cinco estrellas
502,"Era excelente esta app!!! pero se pusieron demasiado abusivos!!! insisto... demasiado abusivos... eso no se hace !!! me imagino que donde, sin duda, es una muy buena opcion para vender, se estan aprovechando y perjudicando a sus clientes que publican con mas frecuencia... al menos hagando de a poco... pero señores, en buen chileno, SE FUERON AL CHANCHO!!! A B U S O ! ! !",Calificación: 1 de cinco estrellas
503,"Dos puntos que se sugiero mejorar: 1. Al buscar, si uno pincha un artículo y después vuelve al listado, parte desde el principio y no desde el punto en que quedé y se pierde bastante tiempo en continuar la búsqueda sobretodo si existen muchas opciones. 2. Poder copiar informacion del texto. En ocasiones el ofertante entrega un número de teléfono o correo electrónico distinto a la información predeterminada y sería mas simple poder copiar esos datos.",Calificación: 4 de cinco estrellas
504,"La aplicacion como contacto de venta y compras funciona bien. Pero es agotador el servicio. Solicite la devolucion del pago de un aviso que no publicaron, esto el 24 de octubre. He enviado 6 solicitudes de devolucion y hasta ahora ninguna respuesta. Es la tercera vez que hago el reclamo a traves de esta via y solo asi me contactaron. Aunque aun sin solucion. Por ningun motivo recomiendo yapo!!",Calificación: 1 de cinco estrellas
505,"No esta tan bien como la página completa, pero apaña bastante, me gustaría que mejorarán la publicación de nuevas ventas, ya que al finalizar no hay ningún botón que te mande al inicio, yo apreté el regresar y después avanze nuevamente, se duplicó la publicación, al pasar esto yapo solo sube una, que para mi desgracia fue sin fotografías ya que, las fotografías no se recargan al momento de apretar el botón para regresar. Podrían al final de todo el proceso generar un boton que te envíe al inicio",Calificación: 4 de cinco estrellas
506,"está bastante bien, tiene un diseño súper primitivo para lo que es el perfil y el chat, por ejemplo, podrían crear un perfil definitivo, donde veamos los datos del vendedor, ya que esto proporciona confianza a los clientes y además el resto de sus productos, y que se pudiesen colocar reseñas, ayudaría muchísimo a crecer, saludos",Calificación: 3 de cinco estrellas
507,"Tengo un Galaxy J7 2016, la app me funcionaba super bien hasta la ultima actualización, cuando comenzó a ponerse lenta, se cierra cuando a los pocos segundos de haberla abierto... revisé si era falla de mi movil, memoria, intenernet, desinstalé y volví a instalar, pero nada... ojalá se solucione pronto ya que ocupo la app frecuentemente, por no decir a diario...",Calificación: 1 de cinco estrellas
508,"Ayuda tanto al q necesita un servicio, como también al q lo presta.",Calificación: 5 de cinco estrellas
509,E comprado y vendido .Me gusta mucho y uso Yapo .cl,Calificación: 5 de cinco estrellas
510,Yapo se preocupa de protejer a los clientes lo cual me parece excelente pero porque no se PROTEJE al vendedor? Nosotros hacemos yapo a mi me han querido estafar mas de 20 veces desde que publicó mis artículos en yapo y nadie me PROTEJE no hay como denunciar deberían tener filtros más seguros como mercado libre que no entrega los datos personales del vendedor hasta que la compra esté realizada porfavor pongan ojo en eso! En lo personal estoy cansada de que me quieran estafar.,Calificación: 1 de cinco estrellas
511,"Sirve para buscar y publicar, pero lo malo es que nunca se actualiza con la página web. Si agrego un favorito o un mensaje desde el pc, en la app del a smartphone no se ve. Además los filtros no siempre funcionan, pones región metropolitana y te muestra de el Maule. La página web para pc también tiene fallas, las publicidades se sobreponen a los botones de precio o fecha y no dejan marcar, además las búsquedas favoritas se borran",Calificación: 3 de cinco estrellas
512,Fácil de utilizar muy amigable,Calificación: 4 de cinco estrellas
513,Muy buena app ! Gracias por la ayuda,Calificación: 5 de cinco estrellas
514,Tiene buenos datos para comprar y vender,Calificación: 5 de cinco estrellas
515,exselente app solo te demoras en vendero pero de que lo vende lo vendes,Calificación: 5 de cinco estrellas
