,Unnamed: 0,reviews,stars,rating,sentiment,class,clean_reviews,clean_reviews_nb
242,242,Excelente opción para hacer negocios! Comprar barato y vender a precio de mercado! Genial!,Calificación: 5 de cinco estrellas,5,positive,2,excelente opción para hacer negocios! comprar barato y vender a precio de mercado! genial!,excelente opcion para hacer negocios! comprar barato y vender a precio de mercado! genial!
243,243,"Una muy app, gratis y que llega todo tipos denpersonas!!!!",Calificación: 5 de cinco estrellas,5,positive,2,"una muy app, gratis y que llega todo tipos denpersonas!!!!",una muy app  gratis y que llega todo tipos denpersonas!!!!
244,244,Cada vez que he querido vender algo no he tenido ningún inconveniente.,Calificación: 5 de cinco estrellas,5,positive,2,cada vez que he querido vender algo no he tenido ningún inconveniente.,cada vez que he querido vender algo no he tenido ningun inconveniente 
245,245,Lejos el mejor portal para vender de todo. Grande YAPO. CL,Calificación: 5 de cinco estrellas,5,positive,2,lejos el mejor portal para vender de todo. grande yapo. cl,lejos el mejor portal para vender de todo  grande yapo  cl
246,246,Sirve para lo que ofrece pero podrían mejorar los botones para regresar al Home y no tener que poner a cada rato en que región estoy buscando,Calificación: 5 de cinco estrellas,5,positive,2,sirve para lo que ofrece pero podrían mejorar los botones para regresar al home y no tener que poner a cada rato en que región estoy buscando,sirve para lo que ofrece pero podrian mejorar los botones para regresar al home y no tener que poner a cada rato en que region estoy buscando
247,247,Muy buena aplicación y sitió para buscar y vender vehículos,Calificación: 5 de cinco estrellas,5,positive,2,muy buena aplicación y sitió para buscar y vender vehículos,muy buena aplicacion y sitio para buscar y vender vehiculos
248,248,Hace años que la uso y siempre vendo ya perdi la cuenta de cuantas cosas e vendido,Calificación: 5 de cinco estrellas,5,positive,2,hace años que la uso y siempre vendo ya perdi la cuenta de cuantas cosas e vendido,hace años que la uso y siempre vendo ya perdi la cuenta de cuantas cosas e vendido
249,249,Mucha publicidad al igual que la página web. Desinstalado.,Calificación: 1 de cinco estrellas,1,negative,0,mucha publicidad al igual que la página web. desinstalado.,mucha publicidad al igual que la pagina web  desinstalado 
250,250,"Muy buena la app, me sirvió para vender luego mis artículos",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena la app, me sirvió para vender luego mis artículos",muy buena la app  me sirvio para vender luego mis articulos
251,251,"Se encuentra de todo, y más sustentable ya que se incentiva el reutilizar, y por lo tanto menos consumismo",Calificación: 5 de cinco estrellas,5,positive,2,"se encuentra de todo, y más sustentable ya que se incentiva el reutilizar, y por lo tanto menos consumismo",se encuentra de todo  y mas sustentable ya que se incentiva el reutilizar  y por lo tanto menos consumismo
252,252,"Buenísima , rápida , segura y confiable aplicación❤️",Calificación: 5 de cinco estrellas,5,positive,2,"buenísima , rápida , segura y confiable aplicación❤️",buenisima   rapida   segura y confiable aplicacion❤️
253,253,"Buena y excelente aplicación, mejor que la página web.",Calificación: 5 de cinco estrellas,5,positive,2,"buena y excelente aplicación, mejor que la página web.",buena y excelente aplicacion  mejor que la pagina web 
254,254,"Buena app, he vendido . Solo hay que cuidarse de los estafadores, me han tratado de estafar algunas veces",Calificación: 4 de cinco estrellas,4,positive,2,"buena app, he vendido . solo hay que cuidarse de los estafadores, me han tratado de estafar algunas veces",buena app  he vendido   solo hay que cuidarse de los estafadores  me han tratado de estafar algunas veces
255,255,Excelente aplicación para vender tus productos o buscar cosas de tu agrado 100% recomendable,Calificación: 5 de cinco estrellas,5,positive,2,excelente aplicación para vender tus productos o buscar cosas de tu agrado 100% recomendable,excelente aplicacion para vender tus productos o buscar cosas de tu agrado 100% recomendable
256,256,muy buena aplicación comprar y vender resulta muy facil,Calificación: 5 de cinco estrellas,5,positive,2,muy buena aplicación comprar y vender resulta muy facil,muy buena aplicacion comprar y vender resulta muy facil
257,257,"Es una muy buena app para vender cosas de segunda mano, la recomiendo mucho",Calificación: 5 de cinco estrellas,5,positive,2,"es una muy buena app para vender cosas de segunda mano, la recomiendo mucho",es una muy buena app para vender cosas de segunda mano  la recomiendo mucho
258,258,Buena aplicación me gustaría que tuviese Historial de vendedores para hacerla más co fiable y con encuenta de satisfaccion,Calificación: 5 de cinco estrellas,5,positive,2,buena aplicación me gustaría que tuviese historial de vendedores para hacerla más co fiable y con encuenta de satisfacción,buena aplicacion me gustaria que tuviese historial de vendedores para hacerla mas co fiable y con encuenta de satisfaccion
259,259,Cumple las expectativas y se encuentra lo que uno busca muy buena aplicación,Calificación: 5 de cinco estrellas,5,positive,2,cumple las expectativas y se encuentra lo que uno busca muy buena aplicación,cumple las expectativas y se encuentra lo que uno busca muy buena aplicacion
260,260,Muy buena se vende rápido buena comunicación con la otra persona,Calificación: 5 de cinco estrellas,5,positive,2,muy buena se vende rápido buena comunicación con la otra persona,muy buena se vende rapido buena comunicacion con la otra persona
261,261,"Buenisima app!, pero no me deja publicar avisos desde el celular, debo hacerlo desde una computadora, si pueden arreglar eso seria genial...",Calificación: 4 de cinco estrellas,4,positive,2,"buenisima app!, pero no me deja publicar avisos desde el celular, debo hacerlo desde una computadora, si pueden arreglar eso seria genial...",buenisima app!  pero no me deja publicar avisos desde el celular  debo hacerlo desde una computadora  si pueden arreglar eso seria genial   
262,262,Me gusta pero... iba a vender algo y luego decía que lo debía revisar como todas laveces pero yo cumplí todas la normas y aún haci no se podía vender,Calificación: 3 de cinco estrellas,3,neutral,1,me gusta pero... iba a vender algo y luego decía que lo debía revisar como todas laveces pero yo cumplí todas la normas y aún haci no se podía vender,me gusta pero    iba a vender algo y luego decia que lo debia revisar como todas laveces pero yo cumpli todas la normas y aun haci no se podia vender
263,263,Muy buena la pagina encuentras de todo comprar y vender saludos,Calificación: 5 de cinco estrellas,5,positive,2,muy buena la pagina encuentras de todo comprar y vender saludos,muy buena la pagina encuentras de todo comprar y vender saludos
264,264,Un poco lenta algunos productos no tienen foto ni precios y no hay mas datos para saber si es de verdad la venta o un fraude,Calificación: 2 de cinco estrellas,2,negative,0,un poco lenta algunos productos no tienen foto ni precios y no hay mas datos para saber si es de verdad la venta o un fraude,un poco lenta algunos productos no tienen foto ni precios y no hay mas datos para saber si es de verdad la venta o un fraude
265,265,Muy bueno y comodo para cotizar y ofrecer productos,Calificación: 5 de cinco estrellas,5,positive,2,muy bueno y comodo para cotizar y ofrecer productos,muy bueno y comodo para cotizar y ofrecer productos
266,266,Malo desde que empezó a cobrar. La gente ya ni los pesca!! En Facebook mucho mejor!! Jajajaj...,Calificación: 1 de cinco estrellas,1,negative,0,malo desde que empezó a cobrar. la gente ya ni los pesca!! en facebook mucho mejor!! jajajaj...,malo desde que empezo a cobrar  la gente ya ni los pesca!! en facebook mucho mejor!! jajajaj   
267,267,"Bueno, falta algún método de pago para ventas fuera de regiones, ahí sería perfecto. Gracias",Calificación: 5 de cinco estrellas,5,positive,2,"bueno, falta algún método de pago para ventas fuera de regiones, ahí sería perfecto. gracias",bueno  falta algun metodo de pago para ventas fuera de regiones  ahi seria perfecto  gracias
268,268,Excelente aplicación para vender o comprar productos.,Calificación: 5 de cinco estrellas,5,positive,2,excelente aplicación para vender o comprar productos.,excelente aplicacion para vender o comprar productos 
269,269,Bastante útil. Me ha servido bastante desde que tengo la app.,Calificación: 5 de cinco estrellas,5,positive,2,bastante útil. me ha servido bastante desde que tengo la app.,bastante util  me ha servido bastante desde que tengo la app 
270,270,En la app no se actualiza de manera frecuente y rápida como en internet a la hora de que las personas publican sus productos,Calificación: 3 de cinco estrellas,3,neutral,1,en la app no se actualiza de manera frecuente y rápida como en internet a la hora de que las personas publican sus productos,en la app no se actualiza de manera frecuente y rapida como en internet a la hora de que las personas publican sus productos
271,271,Ta bien y todo pero falta más actualización nuevo diseño y todo eso :v,Calificación: 4 de cinco estrellas,4,positive,2,ta bien y todo pero falta más actualización nuevo diseño y todo eso :v,ta bien y todo pero falta mas actualizacion nuevo diseño y todo eso  v
272,272,Es muy buena encuentras lo que buscas a un muy buen precio ...y lo mejor es que es confiable,Calificación: 4 de cinco estrellas,4,positive,2,es muy buena encuentras lo que buscas a un muy buen precio ...y lo mejor es que es confiable,es muy buena encuentras lo que buscas a un muy buen precio    y lo mejor es que es confiable
273,273,Buena app para comprar y vender artículos buenos y de calidad,Calificación: 5 de cinco estrellas,5,positive,2,buena app para comprar y vender artículos buenos y de calidad,buena app para comprar y vender articulos buenos y de calidad
274,274,"Buena y rapida las ventas, muy eficiente esta app",Calificación: 5 de cinco estrellas,5,positive,2,"buena y rapida las ventas, muy eficiente esta app",buena y rapida las ventas  muy eficiente esta app
275,275,"En general la venta de productos se facilita mucho, pero es una aplicación muy vulnerable al fraude.",Calificación: 3 de cinco estrellas,3,neutral,1,"en general la venta de productos se facilita mucho, pero es una aplicación muy vulnerable al fraude.",en general la venta de productos se facilita mucho  pero es una aplicacion muy vulnerable al fraude 
276,276,"Penca cuesta mucho ver de donde podes cerrar la cuenta,un grave error deberian arreglarla.. Les ayudaria",Calificación: 1 de cinco estrellas,1,negative,0,"penca cuesta mucho ver de donde podes cerrar la cuenta,un grave error deberian arreglarla.. les ayudaria",penca cuesta mucho ver de donde podes cerrar la cuenta un grave error deberian arreglarla   les ayudaria
277,277,Buena app y fácil de manejar. Me gusta y la recomiendo,Calificación: 4 de cinco estrellas,4,positive,2,buena app y fácil de manejar. me gusta y la recomiendo,buena app y facil de manejar  me gusta y la recomiendo
278,278,Bueno para vender cosas de manera gratuita y segura.,Calificación: 5 de cinco estrellas,5,positive,2,bueno para vender cosas de manera gratuita y segura.,bueno para vender cosas de manera gratuita y segura 
279,279,"Muy buena experiencia con mi primera venta, recibí la asesoría y ayuda necesaria por parte de los ejecutivos de la aplicación y pude vender el producto en menos de un día.",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena experiencia con mi primera venta, recibí la asesoría y ayuda necesaria por parte de los ejecutivos de la aplicación y pude vender el producto en menos de un día.",muy buena experiencia con mi primera venta  recibi la asesoria y ayuda necesaria por parte de los ejecutivos de la aplicacion y pude vender el producto en menos de un dia 
280,280,Excelente app! Siempre vendo todo y muy rápido,Calificación: 5 de cinco estrellas,5,positive,2,excelente app! siempre vendo todo y muy rápido,excelente app! siempre vendo todo y muy rapido
281,281,La aplicacion yapo.cl es muy buena para publicar de todo lo q vendas o arriendes .,Calificación: 5 de cinco estrellas,5,positive,2,la aplicación yapo.cl es muy buena para publicar de todo lo q vendas o arriendes .,la aplicacion yapo cl es muy buena para publicar de todo lo q vendas o arriendes  
282,282,Muy buena app. Felicitaciones. Muchas gracias por crearla.,Calificación: 5 de cinco estrellas,5,positive,2,muy buena app. felicitaciónes. muchas gracias por crearla.,muy buena app  felicitaciones  muchas gracias por crearla 
283,283,Muy buena app...pero hay que tener cuidado ..hay mucho estafador en la app,Calificación: 5 de cinco estrellas,5,positive,2,muy buena app...pero hay que tener cuidado ..hay mucho estafador en la app,muy buena app   pero hay que tener cuidado   hay mucho estafador en la app
284,284,"Muy buena,he comprado varias cosas importantes. Saludos.",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena,he comprado varias cosas importantes. saludos.",muy buena he comprado varias cosas importantes  saludos 
285,285,Me encanta por que me facilita encontrar muchas cosas!,Calificación: 5 de cinco estrellas,5,positive,2,me encanta por que me facilita encontrar muchas cosas!,me encanta por que me facilita encontrar muchas cosas!
286,286,Sencilla y super útil para vender lo que quieras,Calificación: 5 de cinco estrellas,5,positive,2,sencilla y super útil para vender lo que quieras,sencilla y super util para vender lo que quieras
287,287,He vendido y comprado muchas veces sin problemas,Calificación: 5 de cinco estrellas,5,positive,2,he vendido y comprado muchas veces sin problemas,he vendido y comprado muchas veces sin problemas
288,288,Excelente. Se puede hacerlo mismo que vía web.,Calificación: 5 de cinco estrellas,5,positive,2,excelente. se puede hacerlo mismo que vía web.,excelente  se puede hacerlo mismo que via web 
289,289,Tuve un problema pero al cabo de 4 horas aprox. Lo solucionaron,Calificación: 5 de cinco estrellas,5,positive,2,tuve un problema pero al cabo de 4 horas aprox. lo soluciónaron,tuve un problema pero al cabo de 4 horas aprox  lo solucionaron
290,290,La mejor app para comprar y vender,Calificación: 5 de cinco estrellas,5,positive,2,la mejor app para comprar y vender,la mejor app para comprar y vender
291,291,"Excelente, fácil de usar y segura",Calificación: 5 de cinco estrellas,5,positive,2,"excelente, fácil de usar y segura",excelente  facil de usar y segura
292,292,"Rápido, fácil y gratuíto, excelente aplicación",Calificación: 5 de cinco estrellas,5,positive,2,"rápido, fácil y gratuíto, excelente aplicación",rapido  facil y gratuito  excelente aplicacion
293,293,Muy mal la app no se puede subir ningún aviso es una pérdida de tiempo como app es mala osea muy mala,Calificación: 1 de cinco estrellas,1,negative,0,muy mal la app no se puede subir ningún aviso es una pérdida de tiempo como app es mala osea muy mala,muy mal la app no se puede subir ningun aviso es una perdida de tiempo como app es mala osea muy mala
294,294,Gracias por la oportunidad de publicar gratis,Calificación: 5 de cinco estrellas,5,positive,2,gracias por la oportunidad de publicar gratis,gracias por la oportunidad de publicar gratis
295,295,Sencilla y muy util,Calificación: 5 de cinco estrellas,5,positive,2,sencilla y muy util,sencilla y muy util
296,296,Muy buena aplicación para vender muy recomendable.,Calificación: 5 de cinco estrellas,5,positive,2,muy buena aplicación para vender muy recomendable.,muy buena aplicacion para vender muy recomendable 
297,297,Es una aplicacion exelente. Oferto mis servicios de albañi aqui con frecuencia y obtengo clientes a menudo les estoy agradecido,Calificación: 5 de cinco estrellas,5,positive,2,es una aplicación exelente. oferto mis servicios de albañil aqui con frecuencia y obtengo clientes a menudo les estoy agradecido,es una aplicacion exelente  oferto mis servicios de albañil aqui con frecuencia y obtengo clientes a menudo les estoy agradecido
298,298,"Muy buen medio para vender y comprar, recomendable",Calificación: 5 de cinco estrellas,5,positive,2,"muy buen medio para vender y comprar, recomendable",muy buen medio para vender y comprar  recomendable
299,299,"Muy buena experiencia, nunca tuve algún problema. Me gustó mucho",Calificación: 3 de cinco estrellas,3,neutral,1,"muy buena experiencia, nunca tuve algún problema. me gustó mucho",muy buena experiencia  nunca tuve algun problema  me gusto mucho
300,300,Excelente app es uno de los mejores portales para vender y comprar,Calificación: 5 de cinco estrellas,5,positive,2,excelente app es uno de los mejores portales para vender y comprar,excelente app es uno de los mejores portales para vender y comprar
301,301,"Esta muy bien, pero falta especificacion al tener que buscar algo",Calificación: 4 de cinco estrellas,4,positive,2,"esta muy bien, pero falta especificación al tener que buscar algo",esta muy bien  pero falta especificacion al tener que buscar algo
302,302,Buena app para vender productos que ya no usas!!,Calificación: 5 de cinco estrellas,5,positive,2,buena app para vender productos que ya no usas!!,buena app para vender productos que ya no usas!!
303,303,"Nunca he tenido problema con la plicacion, muchas gracias.",Calificación: 5 de cinco estrellas,5,positive,2,"nunca he tenido problema con la plicación, muchas gracias.",nunca he tenido problema con la plicacion  muchas gracias 
304,304,Hola consulta soporte técnico por que no puedo actualizar se queda esperando descarga alguna solución rápida y efectiva? Gracias,Calificación: 3 de cinco estrellas,3,neutral,1,hola consulta soporte técnico por que no puedo actualizar se queda esperando descarga alguna solución rápida y efectiva? gracias,hola consulta soporte tecnico por que no puedo actualizar se queda esperando descarga alguna solucion rapida y efectiva? gracias
305,305,Confío en yapo es rico tener una buena oportunidad y que sea tan rápida y eficaz la recomiendo mucho,Calificación: 5 de cinco estrellas,5,positive,2,confío en yapo es rico tener una buena oportunidad y que sea tan rápida y eficaz la recomiendo mucho,confio en yapo es rico tener una buena oportunidad y que sea tan rapida y eficaz la recomiendo mucho
306,306,Muy poca la publicación a pesar que pagó extra,Calificación: 2 de cinco estrellas,2,negative,0,muy poca la publicación a pesar que pagó extra,muy poca la publicacion a pesar que pago extra
307,307,"Me encanta, he vendido y comprado muchas cosas mediante Yapo.cl",Calificación: 5 de cinco estrellas,5,positive,2,"me encanta, he vendido y comprado muchas cosas mediante yapo.cl",me encanta  he vendido y comprado muchas cosas mediante yapo cl
308,308,"Hace justo lo que requiere hacer, nada mas y nada menos. Perfecta.",Calificación: 5 de cinco estrellas,5,positive,2,"hace justo lo que requiere hacer, nada mas y nada menos. perfecta.",hace justo lo que requiere hacer  nada mas y nada menos  perfecta 
309,309,Excelente app estoy muy satisfecho es una gran ayuda gracias saludos,Calificación: 5 de cinco estrellas,5,positive,2,excelente app estoy muy satisfecho es una gran ayuda gracias saludos,excelente app estoy muy satisfecho es una gran ayuda gracias saludos
310,310,La interfaz de usuario no es llamativa ni muy intuitiva,Calificación: 4 de cinco estrellas,4,positive,2,la interfaz de usuario no es llamativa ni muy intuitiva,la interfaz de usuario no es llamativa ni muy intuitiva
311,311,Excelente aplicación rápida confiable y segura,Calificación: 5 de cinco estrellas,5,positive,2,excelente aplicación rápida confiable y segura,excelente aplicacion rapida confiable y segura
312,312,Buena pagina ..fácil acceso ..encuentras de todo ..,Calificación: 5 de cinco estrellas,5,positive,2,buena pagina ..fácil acceso ..encuentras de todo ..,buena pagina   facil acceso   encuentras de todo   
313,313,"Muy buena aplicación, rápidas ventas",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena aplicación, rápidas ventas",muy buena aplicacion  rapidas ventas
314,314,"Siempre buena, muy útil y sencilla de usar",Calificación: 5 de cinco estrellas,5,positive,2,"siempre buena, muy útil y sencilla de usar",siempre buena  muy util y sencilla de usar
315,315,"Hola. Haces algunos días atrás, necesitaba escribirle a un vendedor y para enviar mensaje me pedía correo y contraseña, y coloque un correo y la contraseña errada porque no me acordaba, al final entre con el usuario de facebook, ahora acabo de recibir un correo estorcinandone, que tienen mi clave y vídeos y que van a publicar ante mis contactos todas la información que tengo. Y me piden que compre un bitcóin y que se las pase. Me parece que está aplicación es usada para estafar.",Calificación: 1 de cinco estrellas,1,negative,0,"hola. haces algunos días atrás, necesitaba escribirle a un vendedor y para enviar mensaje me pedía correo y contraseña, y coloque un correo y la contraseña errada porque no me acordaba, al final entre con el usuario de facebook, ahora acabo de recibir un correo estorcinandone, que tienen mi clave y vídeos y que van a publicar ante mis contactos todas la información que tengo. y me piden que compre un bitcóin y que se las pase. me parece que está aplicación es usada para estafar.",hola  haces algunos dias atras  necesitaba escribirle a un vendedor y para enviar mensaje me pedia correo y contraseña  y coloque un correo y la contraseña errada porque no me acordaba  al final entre con el usuario de facebook  ahora acabo de recibir un correo estorcinandone  que tienen mi clave y videos y que van a publicar ante mis contactos todas la informacion que tengo  y me piden que compre un bitcoin y que se las pase  me parece que esta aplicacion es usada para estafar 
316,316,Excelente app para vender y comprar productos,Calificación: 5 de cinco estrellas,5,positive,2,excelente app para vender y comprar productos,excelente app para vender y comprar productos
317,317,Permite realizar las actividades que haría en la pc. Como publicar productos. Responder preguntas con movilidad,Calificación: 5 de cinco estrellas,5,positive,2,permite realizar las actividades que haría en la pc. como publicar productos. responder preguntas con movilidad,permite realizar las actividades que haria en la pc  como publicar productos  responder preguntas con movilidad
318,318,"Muy rápida, puse una publicación ayer en la noche y hoy día en la mañana 3 personas lo querían comprar",Calificación: 5 de cinco estrellas,5,positive,2,"muy rápida, puse una publicación ayer en la noche y hoy día en la mañana 3 personas lo querían comprar",muy rapida  puse una publicacion ayer en la noche y hoy dia en la mañana 3 personas lo querian comprar
319,319,Excelente aplicación fácil de usar y rápido,Calificación: 5 de cinco estrellas,5,positive,2,excelente aplicación fácil de usar y rápido,excelente aplicacion facil de usar y rapido
320,320,"Buenísima app, se compra y vende de todo.",Calificación: 5 de cinco estrellas,5,positive,2,"buenísima app, se compra y vende de todo.",buenisima app  se compra y vende de todo 
321,321,Es buena pero muchas restricciones al momento de publicar,Calificación: 5 de cinco estrellas,5,positive,2,es buena pero muchas restricciónes al momento de publicar,es buena pero muchas restricciones al momento de publicar
322,322,"Es fantastica , rapido y sencillo",Calificación: 5 de cinco estrellas,5,positive,2,"es fantastica , rapido y sencillo",es fantastica   rapido y sencillo
323,323,"La actualización, solo añade publicidad.🙄",Calificación: 3 de cinco estrellas,3,neutral,1,"la actualización, solo añade publicidad.🙄",la actualizacion  solo añade publicidad 🙄
324,324,"simple, practico y facil... debiera poder subir videos de los productos",Calificación: 5 de cinco estrellas,5,positive,2,"simple, practico y facil... debiera poder subir videos de los productos",simple  practico y facil    debiera poder subir videos de los productos
325,325,"No cargan las imagenes, no funcionan los mensajes....",Calificación: 1 de cinco estrellas,1,negative,0,"no cargan las imagenes, no funciónan los mensajes....",no cargan las imagenes  no funcionan los mensajes    
326,326,Presenta problemas con los mensajes aveces el resto genial,Calificación: 4 de cinco estrellas,4,positive,2,presenta problemas con los mensajes aveces el resto genial,presenta problemas con los mensajes aveces el resto genial
327,327,Super rápida de generan las ventas en menos de 24 hrs vendí mi rack TV,Calificación: 5 de cinco estrellas,5,positive,2,super rápida de generan las ventas en menos de 24 hrs vendí mi rack tv,super rapida de generan las ventas en menos de 24 hrs vendi mi rack tv
328,328,He podido comprar y vender libros de lectura complementaria.,Calificación: 5 de cinco estrellas,5,positive,2,he podido comprar y vender libros de lectura complementaria.,he podido comprar y vender libros de lectura complementaria 
329,329,Muy positiva la application Yapo para avis de comptia y vents de casas y terrenos.,Calificación: 5 de cinco estrellas,5,positive,2,muy positiva la application yapo para avis de comptia y vents de casas y terrenos.,muy positiva la application yapo para avis de comptia y vents de casas y terrenos 
330,330,"Bueno, rapido y contacto directo con el vendedor y/o comprador",Calificación: 5 de cinco estrellas,5,positive,2,"bueno, rapido y contacto directo con el vendedor y/o comprador",bueno  rapido y contacto directo con el vendedor y/o comprador
331,331,"Vuelvo a reclamar, tenia un producto en venta que traigo directamente desde su fabrica(al mismo precio qu ella) que vendia por esta plataforma, el dia de ayer desidi comprar la subida para que mi anuncio tenga mas visitas y yapo despues de que le pague me bajaron s mi anuncio sin derecho a apelar abiendo personas que venden mi mismo producto 2 veces mas caro, no me devolvieron mi dinero, eso se llama robo, ya mande un mensaje y no responden, que acaso yapo es una estafa??",Calificación: 1 de cinco estrellas,1,negative,0,"vuelvo a reclamar, tenia un producto en venta que traigo directamente desde su fabrica(al mismo precio qu ella) que vendia por esta plataforma, el dia de ayer desidi comprar la subida para que mi anuncio tenga mas visitas y yapo despues de que le pague me bajaron s mi anuncio sin derecho a apelar abiendo personas que venden mi mismo producto 2 veces mas caro, no me devolvieron mi dinero, eso se llama robo, ya mande un mensaje y no responden, que acaso yapo es una estafa??",vuelvo a reclamar  tenia un producto en venta que traigo directamente desde su fabrica(al mismo precio qu ella) que vendia por esta plataforma  el dia de ayer desidi comprar la subida para que mi anuncio tenga mas visitas y yapo despues de que le pague me bajaron s mi anuncio sin derecho a apelar abiendo personas que venden mi mismo producto 2 veces mas caro  no me devolvieron mi dinero  eso se llama robo  ya mande un mensaje y no responden  que acaso yapo es una estafa??
332,332,"Muy practico, eficiente y confiable la app",Calificación: 5 de cinco estrellas,5,positive,2,"muy practico, eficiente y confiable la app",muy practico  eficiente y confiable la app
333,333,La mejor aplicación para hacer compras en chile,Calificación: 5 de cinco estrellas,5,positive,2,la mejor aplicación para hacer compras en chile,la mejor aplicacion para hacer compras en chile
334,334,Es una plataforma bastante amigable y sirve para vender,Calificación: 5 de cinco estrellas,5,positive,2,es una plataforma bastante amigable y sirve para vender,es una plataforma bastante amigable y sirve para vender
335,335,Muy buena me sirve en todo momento ...y con mucha garantia...,Calificación: 5 de cinco estrellas,5,positive,2,muy buena me sirve en todo momento ...y con mucha garantia...,muy buena me sirve en todo momento    y con mucha garantia   
336,336,"Yapo es muy buena, es transparente en la publicidad, las personas que ofrecen son serias por li tanto ésta empresa es recomendable. Con otras empresas mi experiencia no fue buena y ni las recomiendo",Calificación: 5 de cinco estrellas,5,positive,2,"yapo es muy buena, es transparente en la publicidad, las personas que ofrecen son serias por li tanto ésta empresa es recomendable. con otras empresas mi experiencia no fue buena y ni las recomiendo",yapo es muy buena  es transparente en la publicidad  las personas que ofrecen son serias por li tanto esta empresa es recomendable  con otras empresas mi experiencia no fue buena y ni las recomiendo
337,337,No me llegan las notificaciones y no es problema de teléfono configuración,Calificación: 3 de cinco estrellas,3,neutral,1,no me llegan las notificaciónes y no es problema de teléfono configuración,no me llegan las notificaciones y no es problema de telefono configuracion
338,338,"Buena app, sería mucho mejor si con comentarios.",Calificación: 5 de cinco estrellas,5,positive,2,"buena app, sería mucho mejor si con comentarios.",buena app  seria mucho mejor si con comentarios 
339,339,fabulosa la aplicación ...seria... responsable ...eficaz...gran aceptacion de usuarios. ...gracias Yapo.cl,Calificación: 5 de cinco estrellas,5,positive,2,fabulosa la aplicación ...seria... responsable ...eficaz...gran aceptación de usuarios. ...gracias yapo.cl,fabulosa la aplicacion    seria    responsable    eficaz   gran aceptacion de usuarios     gracias yapo cl
340,340,"Buena app, mejorar motor de busqueda.",Calificación: 4 de cinco estrellas,4,positive,2,"buena app, mejorar motor de busqueda.",buena app  mejorar motor de busqueda 
341,341,Algo lenta. Se cierra a veces.,Calificación: 4 de cinco estrellas,4,positive,2,algo lenta. se cierra a veces.,algo lenta  se cierra a veces 
342,342,"Excelente aplicación, muy util y completa",Calificación: 5 de cinco estrellas,5,positive,2,"excelente aplicación, muy util y completa",excelente aplicacion  muy util y completa
343,343,"El sistema operativo es bastante sencillo,,,, muy bueno,,,,",Calificación: 4 de cinco estrellas,4,positive,2,"el sistema operativo es bastante sencillo,,,, muy bueno,,,,",el sistema operativo es bastante sencillo     muy bueno    
344,344,Muy buena opcion para vender y comprar ! Me encanta,Calificación: 5 de cinco estrellas,5,positive,2,muy buena opción para vender y comprar ! me encanta,muy buena opcion para vender y comprar ! me encanta
345,345,"Buenas tardes, Me ha sucedido en dos oportunidades que he pagado el aviso y no lo han publicado.",Calificación: 3 de cinco estrellas,3,neutral,1,"buenas tardes, me ha sucedido en dos oportunidades que he pagado el aviso y no lo han publicado.",buenas tardes  me ha sucedido en dos oportunidades que he pagado el aviso y no lo han publicado 
346,346,"Es buena la app, sirve como herramienta para vender.",Calificación: 5 de cinco estrellas,5,positive,2,"es buena la app, sirve como herramienta para vender.",es buena la app  sirve como herramienta para vender 
347,347,"Buena aplicación, he vendido varias cosas ya gracias a yapo",Calificación: 5 de cinco estrellas,5,positive,2,"buena aplicación, he vendido varias cosas ya gracias a yapo",buena aplicacion  he vendido varias cosas ya gracias a yapo
348,348,Excelente portal de ventas y compras,Calificación: 5 de cinco estrellas,5,positive,2,excelente portal de ventas y compras,excelente portal de ventas y compras
349,349,Excelente experiencia y plataforma muy visitada,Calificación: 4 de cinco estrellas,4,positive,2,excelente experiencia y plataforma muy visitada,excelente experiencia y plataforma muy visitada
350,350,"Buena App, he vendido en varias oportunidades y todo bien",Calificación: 5 de cinco estrellas,5,positive,2,"buena app, he vendido en varias oportunidades y todo bien",buena app  he vendido en varias oportunidades y todo bien
351,351,"Muy buena, se vende todo muy rapido",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena, se vende todo muy rapido",muy buena  se vende todo muy rapido
352,352,Gracias a esta aplicación compramos nuestro vehículo que salió excelente.,Calificación: 5 de cinco estrellas,5,positive,2,gracias a esta aplicación compramos nuestro vehículo que salió excelente.,gracias a esta aplicacion compramos nuestro vehiculo que salio excelente 
353,353,Muy buena app unico contra es que no se puede denunciar alguna estafa.,Calificación: 4 de cinco estrellas,4,positive,2,muy buena app unico contra es que no se puede denunciar alguna estafa.,muy buena app unico contra es que no se puede denunciar alguna estafa 
354,354,"Esta bien, solo algo lenta",Calificación: 3 de cinco estrellas,3,neutral,1,"esta bien, solo algo lenta",esta bien  solo algo lenta
355,355,"Muy buena, se vende todo lo que uno publica",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena, se vende todo lo que uno publica",muy buena  se vende todo lo que uno publica
356,356,"Muy fácil de usar, recomendable.",Calificación: 5 de cinco estrellas,5,positive,2,"muy fácil de usar, recomendable.",muy facil de usar  recomendable 
